brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,price_per_mile,is_luxury,high_mileage,age_group
Jeep,Grand Cherokee Laredo,2011,118000,Gasoline,360.0,A/T,Gold,Black,At least 1 accident or damage reported,Yes,12500,15,0.10593130566690112,0,1,Old
Toyota,Tacoma SR5,2018,65290,Gasoline,278.0,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,26450,8,0.40510943315311454,0,0,Moderate
Porsche,911 Carrera Cabriolet,2001,47885,Gasoline,300.0,6-Speed M/T,Gray,Black,None reported,Yes,31995,25,0.668149354717454,1,0,Very Old
Jeep,Gladiator Sport S,2020,13000,Gasoline,285.0,8-Speed A/T,Gray,–,None reported,Yes,39500,6,3.038227828628567,0,0,Moderate
Jeep,Renegade Trailhawk,2017,78717,Gasoline,180.0,A/T,Black,Black,None reported,Yes,17500,9,0.22231255875403338,0,0,Moderate
Ford,F-150 Lariat,2021,9142,Hybrid,430.0,10-Speed A/T,Black,Gray,None reported,Yes,61500,5,6.726457399103139,0,0,New
Jaguar,XF Premium,2011,106000,Gasoline,385.0,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,9400,15,0.0886784086942576,1,1,Old
RAM,1500 Laramie,2022,3521,Gasoline,5.7,Automatic,Diamond Black,Black,None reported,Yes,51074,4,14.501419647927314,0,0,New
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000,Gasoline,210.0,6-Speed A/T,Gray,Black,None reported,Yes,16750,10,0.18610904323285296,0,0,Moderate
Porsche,Macan Turbo,2016,46000,Gasoline,400.0,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000,10,0.8260689985000326,1,0,Moderate
BMW,X4 M Competition,2020,18362,Gasoline,503.0,A/T,Black,Orange,None reported,Yes,60000,6,3.2674399607907203,1,0,Moderate
Lexus,RX 350 Base,2013,164500,Gasoline,270.0,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500,13,0.10030334162102358,1,1,Old
GMC,Terrain SLT,2020,55018,Gasoline,170.0,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500,6,0.4634762536578273,0,0,Moderate
Nissan,Maxima SV,2022,36466,Gasoline,3.5,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,Yes,24980,4,0.6850028793155456,0,0,New
Volvo,S60 B5 Inscription,2022,14280,Hybrid,247.0,A/T,Blue,Black,None reported,Yes,36500,4,2.5558434283313494,0,0,New
Subaru,Outback 2.5i Premium,2013,116000,Gasoline,173.0,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500,13,0.1077576917440367,0,1,Old
RAM,1500 Laramie,2022,16184,Gasoline,5.7,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Yes,46999,4,2.9038616002471422,0,0,New
Porsche,Boxster Base,1997,132800,Gasoline,201.0,5-Speed M/T,Red,Beige,None reported,Yes,8500,29,0.06400554212694182,1,1,Very Old
Ford,Explorer XLT,2020,45000,Gasoline,300.0,10-Speed A/T,Silver,Black,None reported,Yes,33500,6,0.7444279016021866,0,0,Moderate
Ford,F-150 Lariat,2013,102000,Gasoline,365.0,6-Speed A/T,White,Black,None reported,Yes,23000,13,0.22548798541190773,0,1,Old
Ford,Excursion XLS,2004,163000,Diesel,325.0,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000,22,0.11042877037564186,0,1,Very Old
Porsche,Panamera GTS,2016,42526,Gasoline,440.0,7-Speed A/T,Blue,Black,None reported,Yes,66200,10,1.5566581230747525,1,0,Moderate
Mazda,Mazda3 i Touring,2012,144900,Gasoline,155.0,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000,14,0.04140758172821444,0,1,Old
GMC,Sierra 1500 SLT,2016,85000,Gasoline,355.0,A/T,White,Black,None reported,Yes,32750,10,0.3852895848284138,0,0,Moderate
Mercedes-Benz,GL-Class GL 450,2011,93000,Gasoline,335.0,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900,15,0.1279556133805013,1,0,Old
RAM,1500 Big Horn,2022,11468,Gasoline,5.7,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204,4,4.377365071061122,0,0,New
Lexus,NX 300 Base,2019,25470,Gasoline,235.0,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500,7,1.2759608967060578,1,0,Moderate
BMW,435 i xDrive,2014,90347,Gasoline,300.0,8-Speed A/T,Silver,Black,None reported,Yes,21800,12,0.2412892371718245,1,0,Old
GMC,Yukon SLE,2017,96000,Gasoline,355.0,A/T,Gray,Black,None reported,Yes,34000,9,0.3541629774689847,0,0,Moderate
Honda,Pilot EX-L,2016,80500,Gasoline,280.0,6-Speed A/T,Gray,Black,None reported,Yes,23000,10,0.2857107365125899,0,0,Moderate
Audi,A5 Sportback S line Premium Plus,2021,35000,Hybrid,261.0,7-Speed A/T,Black,Black,None reported,Yes,37499,5,1.071369389446016,1,0,New
Honda,Civic Sport,2020,121212,Gasoline,1.5,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387,6,0.1516916502355358,0,1,Moderate
Porsche,Panamera Platinum Edition,2022,13500,Gasoline,325.0,8-Speed A/T,Green,Black,None reported,Yes,86999,4,6.4438930449596326,1,0,New
BMW,740e xDrive iPerformance,2019,33214,Plug-In Hybrid,322.0,A/T,White,Black,None reported,Yes,43500,7,1.3096492548547343,1,0,Moderate
Ford,F-250 XLT,2017,29719,E85 Flex Fuel,385.0,A/T,White,Gray,None reported,Yes,31000,9,1.0430686406460297,0,0,Moderate
Lincoln,Corsair Standard,2022,4520,Gasoline,250.0,8-Speed A/T,Beige,Beige,None reported,Yes,38500,4,8.51581508515815,0,0,New
Hyundai,Sonata Sport,2017,84129,Gasoline,2.4,6-Speed Automatic,Phantom Black,Graphite,None reported,Yes,14599,9,0.17352906216569594,0,0,Moderate
Nissan,Maxima 3.5 SR,2019,72150,Gasoline,300.0,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,26999,7,0.37420132777092485,0,0,Moderate
GMC,Yukon SLT,2015,94500,Gasoline,355.0,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000,11,0.31745695812742725,0,0,Old
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,449.0,9-Speed A/T,White,Beige,None reported,Yes,39999,9,0.45219603188061724,1,0,Moderate
Cadillac,CTS Base,2010,81696,Gasoline,270.0,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9499,16,0.11627109930597207,0,0,Old
Cadillac,CTS Base,2005,94100,Gasoline,255.0,6-Speed M/T,White,Beige,None reported,Yes,6099,21,0.06481333885931075,0,0,Very Old
Ford,Explorer Limited,2022,17500,Hybrid,318.0,10-Speed A/T,White,Black,None reported,Yes,46000,4,2.628421233072396,0,0,New
Acura,RDX,2016,132252,Gasoline,3.5,Automatic,Crystal Black,Black,None reported,Yes,18998,10,0.1436489153365141,0,1,Moderate
Toyota,Highlander XLE,2022,4437,Gasoline,295.0,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000,4,9.46372239747634,0,0,New
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,220.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000,8,0.3262365072835846,0,0,Moderate
Toyota,Corolla CE,2008,170000,Gasoline,126.0,A/T,Gray,Gray,None reported,Yes,5199,18,0.030582173046040904,0,1,Old
Honda,Element EX,2008,122000,Gasoline,166.0,A/T,Blue,Gray,None reported,Yes,10500,18,0.08606486832075147,0,1,Old
Toyota,Camry Solara SE,2008,57852,Gasoline,210.0,A/T,Silver,Gray,None reported,Yes,13900,18,0.2402641176775621,0,0,Old
Hyundai,Genesis 4.6,2010,120321,Gasoline,378.0,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500,16,0.08726583667159787,0,1,Old
BMW,325 Ci,2004,178000,Gasoline,184.0,5-Speed A/T,Blue,Brown,None reported,Yes,5750,22,0.03230318930792524,1,1,Very Old
BMW,M3 Base,2002,60255,Gasoline,333.0,6-Speed M/T,Yellow,Black,None reported,Yes,28750,24,0.47713090812533193,1,0,Very Old
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,380.0,8-Speed A/T,White,Beige,None reported,Yes,43500,7,0.5599104143337066,1,0,Moderate
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,638.0,6-Speed M/T,Gray,Black,None reported,Yes,78000,17,4.3330926059663355,0,0,Old
Honda,Prelude Type SH,2001,125000,Gasoline,200.0,5-Speed M/T,Red,Black,None reported,Yes,18000,25,0.14399884800921592,0,1,Very Old
Lexus,NX 300 Base,2021,6449,Gasoline,2.0,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Yes,35999,5,5.581240310077519,1,0,New
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000,Gasoline,228.0,6-Speed M/T,Black,Black,None reported,Yes,27500,7,0.8333080815732856,0,0,Moderate
Nissan,Armada LE,2009,87130,Gasoline,317.0,A/T,Brown,Black,None reported,Yes,20000,17,0.22953942913543973,0,0,Old
Lexus,SC 300 Base,1998,165000,Gasoline,225.0,A/T,Purple,Beige,None reported,Yes,8700,28,0.052726953169980786,1,1,Very Old
Toyota,Camry Solara SLE,2008,73000,Gasoline,210.0,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500,18,0.157532088601526,0,0,Old
Porsche,Macan S,2020,22354,Gasoline,3.0,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,54900,6,2.4558264370386937,1,0,Moderate
Tesla,Model Y Performance,2023,6188,Gasoline,455.0,A/T,Gray,White,None reported,Yes,53900,3,8.708999838423008,1,0,New
GMC,Terrain SLT,2019,60807,Gasoline,2.0,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,25925,7,0.42634192869359294,0,0,Moderate
Jeep,Compass Latitude,2014,105000,Gasoline,158.0,A/T,Black,Black,None reported,Yes,10950,12,0.1042847210978943,0,1,Old
Audi,Q7 3.0T Prestige,2018,63400,Gasoline,333.0,A/T,Black,Black,None reported,Yes,29900,8,0.47160139429977443,1,0,Moderate
Ford,F-250 Platinum,2022,4500,Gasoline,430.0,10-Speed A/T,Black,Black,None reported,Yes,86500,4,19.217951566318597,0,0,New
Jeep,Gladiator Overland,2020,8025,Gasoline,3.6,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,42433,6,5.2869424370794915,0,0,Moderate
Lincoln,Navigator L Reserve,2019,49131,Gasoline,3.5,10-Speed Automatic,Tan,–,None reported,Yes,55460,7,1.1287958967678906,0,0,Moderate
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,329.0,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29950,10,0.4808464181356966,1,0,Moderate
Lexus,RX 350 Base,2021,5040,Gasoline,295.0,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,48900,5,9.700456258678834,1,0,New
RAM,1500 Laramie,2022,12940,Gasoline,5.7,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Yes,46999,4,3.6317904335059112,0,0,New
Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,166.0,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,10500,11,0.10672250116886549,0,0,Old
Hyundai,Sonata SE,2013,43903,Gasoline,200.0,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500,13,0.28471209912536444,0,0,Old
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,310.0,A/T,Blue,Black,None reported,Yes,23600,9,0.566613046505486,0,0,Moderate
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500,4,1.8994694044143041,1,0,New
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,199.0,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,14999,13,0.15555901265297656,0,0,Old
Honda,Odyssey EX-L,2007,170000,Gasoline,244.0,A/T,Black,Beige,None reported,Yes,7700,19,0.04529385121263992,0,1,Old
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,300.0,A/T,Black,Black,None reported,Yes,14500,17,0.10431579628923533,0,1,Old
Buick,Enclave Premium,2016,134655,Gasoline,3.6,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051,10,0.134052697243346,0,1,Moderate
BMW,M235 i,2015,81000,Gasoline,320.0,6-Speed M/T,White,Red,None reported,Yes,27890,11,0.3443167368304095,1,0,Old
Kia,Telluride SX,2022,46347,Gasoline,3.8,8-Speed Automatic,Glacial White Pearl,Black,None reported,Yes,46120,4,0.9950806938810736,0,0,New
Chevrolet,Corvette Base,2007,4048,Gasoline,400.0,6-Speed M/T,Yellow,Gray,None reported,Yes,38000,19,9.38503334156582,0,0,Old
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,577.0,7-Speed A/T,Black,White,None reported,Yes,45750,11,0.5727556117530703,1,0,Old
Toyota,Mirai Limited,2021,44000,not supported,182.0,A/T,Gray,Black,None reported,Yes,18500,5,0.4204449898865935,0,0,New
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,280.0,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,23000,9,0.4041397972272496,0,0,Moderate
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0,A/T,Black,Beige,None reported,Yes,40500,7,0.6228852660719778,1,0,Moderate
Nissan,370Z Touring,2009,133409,Gasoline,332.0,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,14999,17,0.11242785398395923,0,1,Old
BMW,330 i xDrive,2018,74381,Gasoline,248.0,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995,8,0.3091473743647657,1,0,Moderate
Porsche,Macan,2023,2925,Gasoline,2.0,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300,3,25.051264524948735,1,0,New
BMW,128 i,2013,67874,Gasoline,230.0,6-Speed A/T,Gray,Black,None reported,Yes,18000,13,0.26519337016574585,1,0,Old
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,577.0,7-Speed A/T,White,White,None reported,Yes,61000,8,0.8531349211899134,1,0,Moderate
Jeep,Wrangler Sport,2014,71000,Gasoline,285.0,5-Speed A/T,Gray,Black,None reported,Yes,22000,12,0.3098547907775947,0,0,Old
Ford,F-150 Raptor,2018,64517,Gasoline,450.0,10-Speed A/T,Black,Black,None reported,Yes,47995,8,0.7439009268731207,0,0,Moderate
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0,A/T,White,Gray,None reported,Yes,24000,22,0.43635570262358864,0,0,Very Old
BMW,M550 i xDrive,2019,7580,Gasoline,456.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500,7,6.79329903706635,1,0,Moderate
Hyundai,Sonata GLS,2010,135000,Gasoline,168.0,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,3999,16,0.029622002799979258,0,1,Old
Honda,Accord EX-L,2019,62200,Gasoline,192.0,A/T,White,Black,At least 1 accident or damage reported,Yes,21500,7,0.34565360685519525,0,0,Moderate
Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,321.0,6-Speed A/T,Red,Black,None reported,Yes,19500,12,0.2826005043332077,0,0,Old
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,4.0,Automatic,–,Black/Graphite,None reported,Yes,44775,5,1.5673130775693083,0,0,New
Jaguar,XJ8 L,2006,78049,Gasoline,300.0,6-Speed A/T,White,Beige,None reported,Yes,13980,20,0.17911595131326072,1,0,Old
Ford,F-150 Lariat,2021,36821,Gasoline,3.5,Automatic,Agate Black Metallic,Black,None reported,Yes,49273,5,1.338140242246483,0,0,New
Chevrolet,Suburban High Country,2021,23292,Gasoline,420.0,10-Speed A/T,Brown,Black,None reported,Yes,73500,5,3.155454428369038,0,0,New
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,320.0,A/T,Black,Black,None reported,Yes,12000,16,0.07376807317792859,0,1,Old
Land,Rover LR2 HSE,2010,100472,Gasoline,230.0,6-Speed A/T,Gray,Beige,None reported,Yes,9975,16,0.09928040369054372,1,1,Old
Subaru,WRX Limited,2017,73120,Gasoline,268.0,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,19950,9,0.2728354371521177,0,0,Moderate
Ford,Expedition Timberline,2022,23300,Gasoline,440.0,10-Speed A/T,Green,Green,None reported,Yes,67500,4,2.8968713789107765,0,0,New
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,212.0,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500,8,0.24647540175490487,0,0,Moderate
RAM,3500 Laramie,2022,16648,Diesel,6.7,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,Yes,70999,4,4.264460327947624,0,0,New
Lexus,RX 450h Base,2013,119755,Hybrid,295.0,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500,13,0.16283108988276163,1,1,Old
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0,A/T,Silver,Gray,None reported,Yes,19500,11,0.22158839104101088,1,0,Old
BMW,X5 xDrive40i,2021,41000,Hybrid,335.0,8-Speed A/T,White,Black,None reported,Yes,50000,5,1.219482451647521,1,0,New
Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0,6-Speed M/T,Red,Black,None reported,Yes,47500,4,6.368145864056844,0,0,New
Jeep,Gladiator Sport S,2022,23000,Gasoline,285.0,A/T,Green,Black,None reported,Yes,43000,4,1.869483935481066,0,0,New
Land,Rover Discovery LSE,1998,149437,Gasoline,182.0,A/T,Green,Beige,None reported,Yes,9995,28,0.06688392510606406,1,1,Very Old
RAM,1500 Rebel,2019,46000,Hybrid,305.0,8-Speed A/T,White,–,None reported,Yes,37900,7,0.8238951327145062,0,0,Moderate
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,2.0,Automatic,Silver,Black,None reported,Yes,42998,4,3.2737932084665755,1,0,New
RAM,1500 SLT,2017,45000,Gasoline,395.0,A/T,Black,Gray,None reported,Yes,29999,9,0.6666296304526567,0,0,Moderate
Mazda,CX-30 Premium Package,2021,18385,Gasoline,2.5,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,29255,5,1.5911563145871859,0,0,New
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,3.0,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,Yes,52999,6,2.0547026440257423,1,0,Moderate
Porsche,Boxster S,2005,44400,Gasoline,280.0,6-Speed M/T,Silver,Black,None reported,Yes,29800,21,0.6711560550438053,1,0,Very Old
Chevrolet,Malibu Limited LT,2016,104000,Gasoline,2.5,6-Speed A/T,Silver,Gray,None reported,Yes,10500,10,0.10096056768684916,0,1,Moderate
MINI,Cooper S Base,2007,45000,Gasoline,172.0,6-Speed M/T,Yellow,Black,None reported,Yes,7900,19,0.17555165440767984,0,0,Old
Jeep,Gladiator Mojave,2022,24500,Gasoline,285.0,8-Speed A/T,Blue,Black,None reported,Yes,64000,4,2.612138280070201,0,0,New
Buick,Encore GX Essence,2020,35569,Gasoline,1.3,Automatic CVT,Satin Steel Metallic,Ebony,None reported,Yes,21999,6,0.6184706213100928,0,0,Moderate
Toyota,Highlander XLE,2020,35000,Gasoline,295.0,A/T,Silver,Black,None reported,Yes,36999,6,1.0570840833119053,0,0,Moderate
Acura,MDX Touring,2003,165000,Gasoline,260.0,A/T,Silver,Black,At least 1 accident or damage reported,Yes,4000,23,0.024242277319531397,0,1,Very Old
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0,A/T,Black,Black,None reported,Yes,69000,5,4.599693353776415,1,0,New
BMW,535 i xDrive,2014,119750,Gasoline,300.0,8-Speed A/T,White,Beige,None reported,Yes,15499,12,0.1294268941386711,1,1,Old
Nissan,350Z Touring,2007,90000,Gasoline,306.0,M/T,White,Green,At least 1 accident or damage reported,Yes,12000,19,0.13333185186831256,0,0,Old
Ford,Transit Connect XLT,2015,112000,Gasoline,169.0,A/T,White,Black,At least 1 accident or damage reported,Yes,14500,11,0.12946312979348398,0,1,Old
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,382.0,7-Speed A/T,Black,Beige,None reported,Yes,16800,18,0.11199925333831108,1,1,Old
Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,245.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,13995,11,0.16881581645577254,0,0,Old
Audi,TT 1.8T,2004,79500,Gasoline,180.0,A/T,Silver,Black,None reported,Yes,12000,22,0.15094149759122527,1,0,Very Old
Volvo,XC90 T6 Inscription,2019,60000,Gasoline,316.0,8-Speed A/T,White,Black,None reported,Yes,37000,7,0.6166563890601823,0,0,Moderate
RAM,1500 Big Horn,2021,41800,Diesel,260.0,8-Speed A/T,White,Black,None reported,Yes,44900,5,1.074136982368843,0,0,New
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3,10-Speed Automatic,Black,Jet Black,None reported,Yes,49685,5,0.6945356948152704,0,0,New
Ford,Explorer XLT,2014,127558,Gasoline,3.5,6-Speed Automatic,Green,Charcoal Black,None reported,Yes,13715,12,0.10751887361926638,0,1,Old
Ford,Mustang Mach-E Premium,2023,13232,Gasoline,346.0,1-Speed A/T,Gray,Black,None reported,Yes,45000,3,3.4005894355021535,0,0,New
Chevrolet,Camaro 1SS,2017,39000,Gasoline,455.0,8-Speed A/T,Yellow,Black,None reported,Yes,31500,9,0.8076715981641497,0,0,Moderate
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,315.0,10-Speed A/T,Gray,Black,None reported,Yes,54490,3,4.737848882705852,0,0,New
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,287.0,9-Speed A/T,Black,Black,None reported,Yes,36800,6,1.657582991757128,0,0,Moderate
Tesla,Model Y Long Range,2023,7414,Gasoline,425.0,A/T,Black,White,None reported,Yes,56515,3,7.621712744436952,1,0,New
RAM,1500 Rebel,2021,32000,Hybrid,395.0,8-Speed A/T,White,Black,None reported,Yes,50927,5,1.5914190181556827,0,0,New
Toyota,86 Base,2020,14700,Gasoline,200.0,A/T,White,Black,None reported,Yes,27350,6,1.860417658662676,0,0,Moderate
BMW,X5 xDrive50i,2016,79995,Gasoline,445.0,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23995,10,0.29995249762488124,1,0,Moderate
GMC,Yukon Denali,2018,76000,Gasoline,420.0,A/T,Black,Black,None reported,Yes,44500,8,0.5855186115972159,0,0,Moderate
Honda,Accord EX-L,2014,62000,Gasoline,185.0,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,18987,12,0.306236996177481,0,0,Old
Maserati,Ghibli S Q4,2017,53500,Gasoline,404.0,8-Speed A/T,Gray,Black,None reported,Yes,28700,9,0.5364385712416591,1,0,Moderate
Hyundai,Kona EV SEL,2022,9400,Gasoline,201.0,1-Speed A/T,Red,Black,None reported,Yes,31999,4,3.4037868311881714,0,0,New
BMW,435 i,2014,86500,Gasoline,300.0,A/T,Silver,Black,None reported,Yes,20900,12,0.24161570386469522,1,0,Old
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,335.0,A/T,Black,Black,At least 1 accident or damage reported,Yes,9900,15,0.06689143992270323,1,1,Old
GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,285.0,6-Speed A/T,White,Gray,None reported,Yes,22989,12,0.22970393980875492,0,1,Old
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0,8-Speed A/T,Black,Black,None reported,Yes,74995,3,24.191935483870967,1,0,New
Dodge,Durango R/T,2020,78000,Gasoline,360.0,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,29500,6,0.37820027948359636,0,0,Moderate
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,181.0,8-Speed A/T,Blue,Black,None reported,Yes,31000,4,1.8561762768696486,0,0,New
Honda,Civic LX,2015,51300,Gasoline,143.0,5-Speed M/T,Black,Black,None reported,Yes,17500,11,0.3411239546987388,0,0,Old
Ford,Shelby GT350 Base,2018,8237,Gasoline,526.0,6-Speed M/T,Gray,Black,None reported,Yes,62900,8,7.6353483855304685,0,0,Moderate
Volkswagen,Jetta S,2010,99000,Gasoline,170.0,A/T,Gray,Black,At least 1 accident or damage reported,Yes,6000,16,0.060605448429813844,0,0,Old
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,26288,5,0.4214306325948251,0,0,New
Jeep,Wrangler Rubicon,2009,130000,Gasoline,202.0,6-Speed M/T,Black,Gray,None reported,Yes,15500,17,0.11922985207806094,0,1,Old
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,385.0,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28999,10,0.30751529676249456,0,0,Moderate
Tesla,Model Y Performance,2022,24115,Gasoline,455.0,A/T,Gray,White,None reported,Yes,46500,4,1.928180461104661,1,0,New
BMW,528 i,2016,82000,Gasoline,240.0,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995,10,0.2072535700784137,1,0,Moderate
Kia,Rio S,2021,67686,Gasoline,120.0,A/T,Silver,Black,None reported,Yes,15700,5,0.23195000517085998,0,0,New
Tesla,Model S 85,2014,96800,Gasoline,362.0,A/T,Blue,Black,None reported,Yes,28450,12,0.2939019225008006,1,0,Old
Jeep,Wrangler Sport,1997,131000,Gasoline,181.0,5-Speed M/T,Green,Gray,At least 1 accident or damage reported,Yes,5500,29,0.041984412332730286,0,1,Very Old
Tesla,Model 3 Standard Range,2020,23097,Gasoline,271.0,A/T,Black,Black,None reported,Yes,29900,6,1.294484370941207,1,0,Moderate
BMW,X5 M50i,2021,28898,Gasoline,523.0,A/T,Black,Orange,None reported,Yes,71000,5,2.4568324163465864,1,0,New
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0,6-Speed M/T,Gray,Black,None reported,Yes,35619,4,4.912287960281341,0,0,New
Ford,F-250 XLT,2014,59459,Diesel,400.0,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,40999,12,0.6895223679784729,0,0,Old
Jeep,Wrangler Sahara,2012,78000,Gasoline,285.0,5-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,22000,14,0.2820476660555634,0,0,Old
RAM,1500 Laramie,2021,24213,Gasoline,395.0,8-Speed A/T,White,Black,None reported,Yes,46500,5,1.9203766416122905,0,0,New
RAM,1500 Laramie,2020,21165,Gasoline,5.7,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,46105,6,2.178257582915997,0,0,Moderate
GMC,Yukon Denali,2016,107750,Gasoline,420.0,8-Speed A/T,Black,Black,None reported,Yes,35500,10,0.32946329964455084,0,1,Moderate
Ford,F-150 Lariat,2016,117000,Gasoline,365.0,A/T,White,Black,None reported,Yes,26500,10,0.22649379065136196,0,1,Moderate
Chevrolet,Corvette Base,2006,39132,Gasoline,400.0,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,35000,20,0.894385812485626,0,0,Old
BMW,Z4 2.5i,2004,94500,Gasoline,184.0,5-Speed M/T,Gray,Black,None reported,Yes,9000,22,0.09523708743822816,1,0,Very Old
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,148.0,A/T,Red,Beige,At least 1 accident or damage reported,Yes,21495,9,0.4297968487562985,0,0,Moderate
RAM,1500 Laramie,2022,16616,Gasoline,5.7,8-Speed Automatic,Diamond Black,Black,None reported,Yes,45999,4,2.7681892038274056,0,0,New
